,id,quality
0,561_AT.png,100
1,560_AT.png,100
2,559_AT.png,100
3,558_AT.png,100
4,280_AT.png,100
5,557_AT.png,100
6,279_AT.png,100
7,556_AT.png,100
8,278_AT.png,100
9,555_AT.png,100
10,277_AT.png,100
11,554_AT.png,100
12,276_AT.png,100
13,553_AT.png,100
14,275_AT.png,100
15,842_AT.png,100
16,274_AT.png,100
17,841_AT.png,100
18,273_AT.png,100
19,550_AT.png,100
20,840_AT.png,100
21,549_AT.png,100
22,839_AT.png,100
23,271_AT.png,100
24,838_AT.png,100
25,270_AT.png,100
26,269_AT.png,100
27,836_AT.png,100
28,268_AT.png,100
29,545_AT.png,100
30,835_AT.png,100
31,267_AT.png,100
32,544_AT.png,100
33,834_AT.png,100
34,266_AT.png,100
35,543_AT.png,100
36,833_AT.png,100
37,265_AT.png,100
38,542_AT.png,100
39,832_AT.png,100
40,264_AT.png,100
41,541_AT.png,100
42,831_AT.png,100
43,263_AT.png,100
44,540_AT.png,100
45,830_AT.png,100
46,262_AT.png,100
47,539_AT.png,100
48,829_AT.png,100
49,261_AT.png,100
50,538_AT.png,100
51,828_AT.png,100
52,260_AT.png,100
53,537_AT.png,100
54,827_AT.png,100
55,259_AT.png,100
56,536_AT.png,100
57,826_AT.png,100
58,258_AT.png,100
59,535_AT.png,100
60,825_AT.png,100
61,257_AT.png,100
62,534_AT.png,100
63,824_AT.png,100
64,256_AT.png,100
65,823_AT.png,100
66,255_AT.png,100
67,532_AT.png,100
68,254_AT.png,100
69,822_AT.png,100
70,531_AT.png,100
71,821_AT.png,100
72,253_AT.png,100
73,530_AT.png,100
74,820_AT.png,100
75,252_AT.png,100
76,529_AT.png,100
77,819_AT.png,100
78,251_AT.png,100
79,528_AT.png,100
80,818_AT.png,100
81,250_AT.png,100
82,817_AT.png,100
83,249_AT.png,100
84,1087_AT.png,100
85,526_AT.png,100
86,816_AT.png,100
87,248_AT.png,100
88,1086_AT.png,100
89,525_AT.png,100
90,815_AT.png,100
91,247_AT.png,100
92,1085_AT.png,100
93,524_AT.png,100
94,814_AT.png,100
95,246_AT.png,100
96,1084_AT.png,100
97,523_AT.png,100
98,813_AT.png,100
99,245_AT.png,100
100,1083_AT.png,100
101,522_AT.png,100
102,812_AT.png,100
103,244_AT.png,100
104,1082_AT.png,100
105,521_AT.png,100
106,811_AT.png,100
107,243_AT.png,100
108,1081_AT.png,100
109,520_AT.png,100
110,810_AT.png,100
111,242_AT.png,100
112,1080_AT.png,100
113,519_AT.png,100
114,1079_AT.png,100
115,241_AT.png,100
116,518_AT.png,100
117,1078_AT.png,100
118,808_AT.png,100
119,240_AT.png,100
120,517_AT.png,100
121,807_AT.png,100
122,239_AT.png,100
123,1077_AT.png,100
124,516_AT.png,100
125,806_AT.png,100
126,238_AT.png,100
127,1076_AT.png,100
128,515_AT.png,100
129,805_AT.png,100
130,237_AT.png,100
131,1075_AT.png,100
132,514_AT.png,100
133,804_AT.png,100
134,1074_AT.png,100
135,513_AT.png,100
136,803_AT.png,100
137,235_AT.png,100
138,512_AT.png,100
139,802_AT.png,100
140,234_AT.png,100
141,511_AT.png,100
142,801_AT.png,100
143,233_AT.png,100
144,510_AT.png,100
145,800_AT.png,100
146,232_AT.png,100
147,509_AT.png,100
148,799_AT.png,100
149,231_AT.png,100
150,508_AT.png,100
151,798_AT.png,100
152,230_AT.png,100
153,507_AT.png,100
154,797_AT.png,100
